,S,I,R,M
179,15942103.773393277,5249.867790604455,189764758.06193307,4287888.296956245
180,15941986.566793745,4813.694827664545,189765306.88703433,4287892.851247531
181,15941879.098802533,4413.75954876359,189765810.11449975,4287897.027180277
182,15941780.560193552,4047.0514064171107,189766271.53211823,4287900.856180248
183,15941690.209001692,3710.809944460516,189766694.6138984,4287904.367013248
184,15941607.364919547,3402.5040254605874,189767082.5447224,4287907.586176106
185,15941531.404176943,3119.8127830364797,189767438.24534267,4287910.537905406
186,15941461.754816528,2860.60815592623,189767764.3927673,4287913.244351895
187,15941397.892441712,2622.938872512888,189768063.44289553,4287915.725950596
188,15941339.336193506,2405.015765404903,189768337.64657804,4287918.00137638
189,15941285.645202553,2205.198305665892,189768589.06890473,4287920.087795942
190,15941236.41521828,2021.9822554267298,189768819.60203734,4287922.000812162
191,15941191.27557436,1853.9883460322326,189769030.98095968,4287923.754887545
192,15941149.886418102,1699.9518965670966,189769224.79876035,4287925.363244413
193,15941111.936119579,1558.7132946791246,189769402.51243442,4287926.837997311
194,15941077.138966754,1429.2092680929857,189769565.4618126,4287928.19013069
195,15941045.232965196,1310.4648811529307,189769714.87183976,4287929.430061145
196,15941015.97788558,1201.5861961863473,189769851.86870155,4287930.5668284055
197,15940989.153496353,1101.7535444700059,189769977.48429182,4287931.609211983
198,15940964.557838783,1010.2153561730412,189770092.6613797,4287932.565011216
199,15940942.005709587,926.2825028505376,189770198.27018535,4287933.4413507255
200,15940921.327324096,849.3231099155031,189770295.10412645,4287934.245008999
201,15940902.367006043,778.7578000528134,189770383.893122,4287934.981743778
202,15940884.982014125,714.0553317810255,189770465.3063518,4287935.657415943
203,15940869.0414812,654.7286003386586,189770539.95289314,4287936.276802824
204,15940854.425355453,600.330970798571,189770608.39841497,4287936.844820208
205,15940841.023602353,550.4529158137179,189770671.15866828,4287937.365695547
206,15940828.735311348,504.7189326882034,189770728.7021011,4287937.842996213
207,15940817.468057426,462.78471657024636,189770781.46775416,4287938.280829172
208,15940807.136907367,424.33456849130437,189770829.8469328,4287938.68238109
209,15940797.664114332,389.07901874123934,189770874.20817915,4287939.050433031
210,15940788.978344113,356.75264769180563,189770914.88145953,4287939.388060296
211,15940781.014268113,327.11208766475636,189770952.17550704,4287939.697449576
212,15940773.711873695,299.9341908049724,189770986.37170354,4287939.981199144
213,15940767.016218321,275.01434916727914,189771017.72790483,4287940.241462701
214,15940760.876775695,252.16495437119931,189771046.47879088,4287940.480392725
215,15940755.24754278,231.21398522971174,189771072.8400826,4287940.699192079
216,15940750.085976789,212.00371271922333,189771097.0119253,4287940.899578117
217,15940745.35325942,194.3895125426695,189771119.1727249,4287941.083116763
218,15940741.013775649,178.23877634713583,189771139.49526617,4287941.2520433
219,15940737.034691432,163.42991339970712,189771158.1269571,4287941.406343475
