,S,I,R,M
186,15941739.058582745,3504.5752856723907,191522341.79561418,2532414.5705781714
187,15941660.818419278,3213.4041203327797,191522706.38612506,2532419.391395999
188,15941589.079036629,2946.4240506911597,191523040.68528828,2532423.811684831
189,15941523.300282445,2701.625282477728,191523347.20977432,2532427.864721492
190,15941462.986888627,2477.1649867782753,191523628.26716796,2532431.581018136
191,15941407.684741441,2271.353430550591,191523885.97333828,2532434.9885519603
192,15941356.97746099,2082.6412590442883,191524122.26836568,2532438.11297581
193,15941310.483266318,1909.6078344869045,191524338.93114904,2532440.977811248
194,15941267.85209927,1750.9505433361442,191524537.5927924,2532443.6046256246
195,15941228.762988904,1605.4749916742915,191524719.74888578,2532446.0131944646
196,15941192.92163398,1472.0860149950413,191524886.77076185,2532448.2216503005
197,15941160.0581869,1349.779434753941,191525039.91582057,2532450.2466191608
198,15941129.925221937,1237.6344996672492,191525180.336995,2532452.103345761
199,15941102.29587172,1134.806954891928,191525309.0914276,2532453.805808237
200,15941076.962119209,1040.5226869396656,191525427.1484325,2532455.3668234064
201,15941053.733231291,954.071896508327,191525535.39679116,2532456.7981432197
202,15941032.434322426,874.8037553831357,191525634.65144137,2532458.1105432375
203,15941012.905038025,802.1215072016661,191525725.65961394,2532459.313903738
204,15940994.998347193,735.4779752142014,191525809.10645613,2532460.417284145
205,15940978.579435317,674.3714432336703,191525885.62019292,2532461.4289911757
206,15940963.52468911,618.3418787757874,191525955.77685314,2532462.356641428
207,15940949.720766008,566.9674699651799,191526020.1046069,2532463.2072186675
208,15940937.063740814,519.8614501431457,191526079.08774462,2532463.98712641
209,15940925.458322985,476.66918627832933,191526133.1703167,2532464.702236159
210,15940914.817139272,437.06550926575846,191526182.75948194,2532465.3579315883
211,15940905.060076116,400.7522660201787,191526228.22857097,2532465.959149087
212,15940896.113676159,367.45607493858995,191526269.91989613,2532466.510414905
213,15940887.91058539,336.9262678374738,191526308.1473295,2532467.015879216
214,15940880.389045889,308.9330028732665,191526343.19866624,2532467.479347417
215,15940873.492430918,283.26553424155503,191526375.33778864,2532467.9043087093
216,15940867.168818748,259.7306256305191,191526404.80665573,2532468.293962405
217,15940861.37060146,238.15109548584115,191526431.82712337,2532468.6512420117
218,15940856.054126734,218.3644831366927,191526456.60261476,2532468.978837295
219,15940851.179369038,200.22182574160158,191526479.31965265,2532469.2792145633
220,15940846.709628478,183.5865368477944,191526500.14926228,2532469.5546352006
221,15940842.611254252,168.33337812179067,191526519.24825758,2532469.807172708
222,15940838.85339156,154.34751651071375,191526536.760426,2532470.0387283005
223,15940835.40774902,141.52365973678855,191526552.8176088,2532470.2510452755
224,15940832.24838597,129.76526361703964,191526567.54069075,2532470.4457220193
225,15940829.351516977,118.98380524086188,191526581.04051593,2532470.6242242083
226,15940826.695332844,109.09811653403854,191526593.41871735,2532470.787895647
227,15940824.259836348,100.03377319212547,191526604.7684852,2532470.9379685423
228,15940822.026691804,91.72253438308526,191526615.17526373,2532471.0755727487
229,15940819.979086833,84.10182900116679,191526624.7174021,2532471.201744202
230,15940818.101605967,77.11428460445718,191526633.4667393,2532471.3174327766
231,15940816.380114546,70.70729548984453,191526641.48914295,2532471.423509459
232,15940814.80165229,64.8326266537985,191526648.8450111,2532471.520772828
233,15940813.354335662,59.44605065743023,191526655.58972204,2532471.6099551157
234,15940812.027268501,54.50701466213413,191526661.7740526,2532471.6917277467
235,15940810.81045992,49.978335129067965,191526667.44456175,2532471.7667063847
236,15940809.694749212,45.82591788414716,191526672.6439394,2532471.835455449
