,S,I,R,M
104,17262286.642389216,4672945.236777594,182296859.67948288,5767908.4413476465
105,17149585.45425896,4292623.833415585,182781720.64631838,5776070.066005968
106,17046713.391012106,3942635.0953451823,183227084.67173257,5783566.841907723
107,16952779.245383173,3620661.279856213,183636107.58391136,5790451.890848179
108,16866977.822943147,3324544.8038000357,184011703.1138364,5796774.259420406
109,16788580.87073381,3052280.134005424,184356559.79182836,5802579.2034337735
110,16716929.069910621,2802005.5165157556,184673156.95618764,5807908.457385157
111,16651424.953896837,2571994.692397141,184963779.8648702,5812800.48883361
112,16591526.6331495,2360648.7139624087,185230533.91512558,5817290.737757067
113,16536742.224284211,2166487.9476362513,185475357.9869104,5821411.8411618555
114,16486624.895499388,1988144.3272867356,185700036.93386108,5825193.843342281
115,16440768.452330546,1824353.9037644083,185906213.25160867,5828664.392291412
116,16398803.398082916,1673949.7218677115,186095397.9572123,5831848.922834813
117,16360393.412103623,1535855.0443683232,186268980.7164194,5834770.827101765
118,16325232.196586408,1409076.9335584505,186428239.25687322,5837451.612975997
119,16293040.649062373,1292700.193587671,186574348.10615477,5839911.05118346
120,16263564.323259572,1185881.6712824653,186708386.6937767,5842167.311672035
121,16236571.145778712,1087844.9088841262,186831346.8553944,5844237.089929701
122,16211849.360110616,997875.1389544586,186944139.7770513,5846135.723875715
123,16189205.673071476,915314.6093788446,187047602.4156082,5847877.301935794
124,16168463.581751607,839558.2247729583,187142503.43057862,5849474.762892363
125,16149461.861733869,770049.4895331254,187229548.66066453,5850939.988069808
126,16132053.199602576,706276.7371483858,187309386.17685723,5852283.886393935
127,16116102.954766301,647769.6301180274,187382610.94228992,5853516.472830174
128,16101488.03732937,594095.9148167478,187449769.10718307,5854646.940679807
129,16088095.890261937,544858.415857731,187511361.96570042,5855683.7281864565
130,16075823.565429201,499692.25486916123,187567849.59983742,5856634.579872208
131,16064576.884196261,458262.2790827966,187619654.23372567,5857506.603001153
132,16054269.674329216,420260.68569951627,187667163.3204361,5858306.319538735
133,16044823.075808514,385404.82861917594,187710732.38162303,5859039.713951862
134,16036164.908943806,353435.1947805609,187750687.6191064,5859712.277168453
135,16028229.09887995,324113.53803358966,187787328.31608933,5860329.04699829
136,16020955.151180001,297221.1591474308,187820929.04438657,5860894.6452860655
137,16014287.673725765,272557.32123505295,187851741.69297883,5861413.312058147
138,16008175.940650268,249937.79053787395,187879997.33190858,5861888.936897574
139,16002573.494432002,229193.4931590426,187905907.92463395,5862325.087767517
140,15997437.782684766,210169.27895563073,187929667.9008631,5862725.03748748
141,15992729.82648679,192722.78439552712,187951455.60106042,5863091.788047681
142,15988413.91742208,176723.38675248003,187971434.6028814,5863428.092937297
143,15984457.340755986,162051.24255133115,187989754.93904042,5863736.477644694
144,15980830.122424807,148596.4036844785,188006554.21540338,5864019.258477928
145,15977504.797728313,136258.0051000594,188021958.6373209,5864278.559841327
146,15974456.199815923,124943.51841269626,188036083.95166576,5864516.330092554
147,15971661.26622648,114568.06620960416,188049036.311455,5864734.356096711
148,15969098.861908164,105053.79221926196,188060913.06927845,5864934.276581469
149,15966749.617283938,96329.28287794026,188071803.50543225,5865117.594394944
150,15964595.780057844,88329.03617212223,188081789.4960089,5865285.687750727
151,15962621.079572223,80992.97395372602,188090946.12591773,5865439.8205466345
152,15960810.602640899,74265.99422103888,188099342.25129387,5865581.151832483
153,15959150.679865982,68097.56013303633,188107041.0154932,5865710.744495185
154,15957628.781543663,62441.32277921358,188114100.32244217,5865829.573226678
155,15956233.422340384,57254.77496264291,188120573.27085522,5865938.531833264
156,15954954.073987044,52498.93347194,188126508.55259186,5866038.439941098
157,15953781.08531572,48138.04751917173,188131950.81801084,5866130.04914598
158,15952705.609007057,44139.33120671941,188136941.01112026,5866214.04865494
159,15951719.534488255,40472.71805779673,188141516.67698357,5866291.070460921
160,15950815.426453207,37110.635803612175,188145712.24364433,5866361.694088522
161,15949986.468534974,34027.79976616799,188149559.28074086,5866426.450946599
162,15949226.411693688,31201.023310165965,188153086.73667356,5866485.8283211095
163,15948529.526921632,28609.04396138237,188156321.1560802,5866540.273036148
164,15947890.561904,26232.36390293878,188159286.8793799,5866590.194811827
165,15947304.70130216,24053.103665875376,188162006.22568846,5866635.9693438765
166,15946767.53035213,22054.867927012405,188164499.66059303,5866677.941127937
167,15946275.001505313,20222.622415943068,188166785.950027,5866716.426049413
168,15945823.403851416,18542.581014682735,188168882.3013747,5866751.713758686
169,15945409.335093118,17002.102208614077,188170804.4928491,5866784.069849201
170,15945029.67586026,15589.594116391554,188172566.99216965,5866813.737854907
171,15944681.566160452,14294.427389907898,188174183.0653696,5866840.941081722
172,15944362.3837971,13106.855333699084,188175664.87658265,5866865.884287602
173,15944069.724584997,12017.940646712728,188177023.5795465,5866888.755222506
174,15943801.384212362,11019.488238521079,188178269.40150765,5866909.726040839
175,15943555.34161538,10103.983617233327,188179411.72017276,5866928.954596639
176,15943329.743736727,9264.536387807093,188180459.13424695,5866946.585631325
177,15943122.891552432,8494.828437539232,188181419.52815044,5866962.751862647
178,15942933.227262994,7789.06642045289,188182300.13133416,5866977.574983383
179,15942759.322549433,7141.938184380302,188183107.5726898,5866991.16657708
180,15942599.867807187,6548.5728139745615,188183847.93042263,5867003.628957744
181,15942453.662276177,6004.5039899123685,188184526.77779615,5867015.055939583
182,15942319.60499199,5505.636389335638,188185149.22507632,5867025.533543285
183,15942196.686488448,5048.214875337514,188185719.95799232,5867035.14064338
184,15942083.981192527,4628.796244173435,188186243.2730007,5867043.949561698
185,15941980.640450105,4244.223318031844,188186723.10961848,5867052.0266119335
186,15941885.886131756,3891.601188772239,188187163.08007875,5867059.432598359
187,15941799.004772056,3568.275434162148,188187566.49651694,5867066.223274016
188,15941719.342193972,3271.8121429294115,188187936.3959,5867072.449759847
189,15941646.298581885,2999.979598519405,188188275.56288588,5867078.15892976
190,15941579.323962431,2750.731483886412,188188586.55078772,5867083.393763419
191,15941517.914063489,2522.1914810662847,188188871.70078358,5867088.193669728
192,15941461.606515292,2312.6391497478367,188189133.15954858,5867092.594783558
193,15941409.97736854,2120.496978662611,188189372.8954127,5867096.630237554
194,15941362.637900896,1944.3185124224894,188189592.71317104,5867100.330411749
195,15941319.231690528,1782.7774645131112,188189794.26767933,5867103.723162179
196,15941279.431930864,1634.6577345584126,188189979.07629976,5867106.834030462
197,15941242.938970538,1498.844254769336,188190148.53033426,5867109.686436246
198,15941209.47805608,1374.3145967197604,188190303.90548992,5867112.301853401
199,15941178.797263572,1260.1312753087586,188190446.37148482,5867114.699971748
200,15941150.665601293,1155.4346920087512,188190577.0008568,5867116.898845173
201,15941124.87127062,1059.4366643071467,188190696.77703336,5867118.915027675
202,15941101.22007063,971.4144926549308,188190806.60173577,5867120.76369782
203,15941079.533936871,890.7055202794962,188190907.30176696,5867122.458773121
204,15941059.649599407,816.7021449247837,188190999.6352379,5867124.013014826
205,15941041.417354153,748.8472449814316,188191084.29727334,5867125.438123884
206,15941024.699935738,686.629985586461,188191161.92524597,5867126.744829135
207,15941009.371483738,629.5819731306832,188191233.10357165,5867127.942968024
208,15940995.316595014,577.2737292326108,188191298.36811182,5867129.041560636
209,15940982.429454856,529.3114576420083,188191358.21020648,5867130.048877676
210,15940970.613040525,485.33407973920544,188191413.08037394,5867130.972502689
211,15940959.778390367,445.01051631825965,188191463.39170083,5867131.819389105
212,15940949.843934337,408.03719519441097,188191509.52295485,5867132.595912692
213,15940940.734879572,374.1357658763834,188191551.82143214,5867133.30791947
214,15940932.382647723,343.0510041016875,188191590.6055754,5867133.960769745
215,15940924.7243581,314.54889046225236,188191626.16736963,5867134.5593784945
216,15940917.70235448,288.4148486578323,188191658.7745407,5867135.108252347
217,15940911.263771093,264.45213011584735,188191688.6725711,5867135.611523412
218,15940905.360134656,242.48033281805735,188191716.0865482,5867136.0729806125
219,15940899.94699914,222.334043184651,188191741.22285563,5867136.496098001
220,15940894.983611397,203.8615907921591,188191764.27073252,5867136.884061023
221,15940890.432604283,186.92390655136558,188191785.40369454,5867137.239790429
222,15940886.259715263,171.39347574972243,188191804.7808405,5867137.565964334
223,15940882.43352852,157.15337807704424,188191822.54805106,5867137.8650382925
224,15940878.925238455,144.0964074079197,188191838.8390865,5867138.139263972
225,15940875.708432687,132.12426471466569,188191853.77659264,5867138.390705802
226,15940872.758893413,121.14681803503451,188191867.4730281,5867138.621256735
227,15940870.05441492,111.08142392380557,188191880.03150454,5867138.832652524
228,15940867.574636431,101.85230528001762,188191891.54656953,5867139.026484675
229,15940865.300888874,93.38998086614103,188191902.10491368,5867139.2042124
230,15940863.216054246,85.63074222452244,188191911.7860258,5867139.36717374
231,15940861.304436874,78.51617405323127,188191920.66278896,5867139.516595576
232,15940859.551645052,71.99271443063694,188191928.80203363,5867139.6536028115
233,15940857.944482796,66.01125157799017,188191936.2650337,5867139.779226893
234,15940856.470850604,60.526754124314294,188191943.10797662,5867139.894413562
235,15940855.119654229,55.497932090205936,188191949.38237965,5867140.0000301385
236,15940853.880721124,50.886926038277615,188191955.1354763,5867140.096871547
237,15940852.744723998,46.659022050107346,188191960.4105833,5867140.185666941
238,15940851.70311044,42.78239038395304,188191965.2474109,5867140.267084806
239,15940850.748038666,39.22784584574883,188191969.68237463,5867140.341738221
240,15940849.872318381,35.96862806938614,188191973.7488594,5867140.41018913
241,15940849.06935678,32.98020005213846,188191977.47748676,5867140.472952647
242,15940848.333108714,30.240063428544936,188191980.89632082,5867140.530501819
243,15940847.65803128,27.727589092057254,188191984.0311046,5867140.583269298
244,15940847.039042272,25.423861889304657,188191986.90543833,5867140.631652665
245,15940846.47148153,23.31153821777114,188191989.54096228,5867140.676016063
246,15940845.95107609,21.37471545482456,188191991.9575092,5867140.716693667
247,15940845.473908328,19.59881223511263,188191994.17328343,5867140.753991755
248,15940845.03638559,17.970458674987206,188191996.20496288,5867140.788190973
249,15940844.63521427,16.4773957175314,188191998.06783855,5867140.8195484085
250,15940844.267373873,15.108382840416317,188191999.77593932,5867140.848300962
251,15940843.93009532,13.853113431762635,188192001.34211987,5867140.874664003
252,15940843.620839316,12.702137196925047,188192002.77818125,5867140.898837515
253,15940843.337277653,11.646789012042618,188192004.09492362,5867140.921001778
254,15940843.077275528,10.679123688729197,188192005.30226934,5867140.94132484
255,15940842.838875482,9.79185615878593,188192006.4093087,5867140.95995999
256,15940842.620282626,8.978306628617453,188192007.4243558,5867140.977046152
257,15940842.419851663,8.232350290447348,188192008.35507607,5867140.99271244
258,15940842.23607297,7.548371211737455,188192009.20846868,5867141.007077939
259,15940842.067563914,6.921220055666979,188192009.99096406,5867141.020249622
260,15940841.913055064,6.3461753143746344,188192010.7084476,5867141.032326309
261,15940841.771383487,5.8189077631025485,188192011.36630473,5867141.043400141
262,15940841.641482335,5.335447867644476,188192011.96950898,5867141.053554374
263,15940841.522374405,4.892155899717501,188192012.52260447,5867141.062864296
264,15940841.413162153,4.485694535276975,188192013.02973023,5867141.071400725
265,15940841.313023686,4.113003729480231,188192013.49474493,5867141.079228979
266,15940841.221205529,3.7712776791434592,188192013.92109698,5867141.086404959
267,15940841.137015563,3.457943699256984,188192014.3120638,5867141.092986257
268,15940841.059820745,3.170642854529118,188192014.6705023,5867141.099019126
269,15940840.989039589,2.9072122001436305,188192014.99920732,5867141.104551856
270,15940840.924138686,2.6656684980311915,188192015.30055457,5867141.109624777
271,15940840.864631088,2.444193286062591,188192015.57688946,5867141.114276375
272,15940840.810066547,2.241119187756359,188192015.83028084,5867141.118541216
273,15940840.760036593,2.0549173594357115,188192016.06260282,5867141.122451956
274,15940840.714162575,1.8841859803278085,188192016.27563238,5867141.126037396
275,15940840.672100304,1.727639698956417,188192016.47092563,5867141.129325482
276,15940840.633532539,1.5840999563721685,188192016.65006486,5867141.132339339
277,15940840.598169079,1.4524861133711089,188192016.81422937,5867141.135106581
278,15940840.56574349,1.3318073149014082,188192016.96482196,5867141.137637819
279,15940840.536012903,1.221155030410345,188192017.10287803,5867141.1399618555
280,15940840.508752195,1.1196962139713045,188192017.2294669,5867141.142092493
281,15940840.483754536,1.0266670326965168,188192017.34552282,5867141.144046056
