,S,I,R,M
30,209341250.97178587,423020.1545656333,232652.61184832526,3076.261801125336
31,209198287.78941956,514563.266066497,283401.6507896473,3747.293725928258
32,209024538.46152768,625772.2404364079,345125.8526983037,4563.445339391936
33,208813461.88133824,760802.7079339569,420179.56361973746,5555.847110023385
34,208557169.37518108,924655.4356618255,511413.0029405747,6762.186218526283
35,208246167.1928907,1123332.4459697385,622272.3314289588,8228.029712901296
36,207869059.42737633,1364014.3581660602,756917.8273616051,10008.387098707073
37,207412210.0715692,1655257.946976402,920362.4390988536,12169.54235801208
38,206859365.68917164,2007210.3821831646,1118632.7463789782,14791.18226885419
39,206191244.65924594,2431832.7188375536,1358953.7817034025,17968.840216048866
40,205385105.81055427,2943119.465551404,1649958.0637501024,21816.660146855247
41,204414319.260524,3557292.931334615,2001917.3472482827,26470.46089628652
42,203247976.2182622,4292940.028216151,2426992.7105414527,32091.042983500636
43,201850593.04673052,5171044.980581473,2939494.3489478147,38867.62374362329
44,200181988.13867396,6214854.177462251,3556136.4760925015,47021.20777446399
45,198197437.1748451,7449490.443305956,4296264.787269287,56807.59458317466
46,195848240.16740683,8901216.277956061,5182023.961252594,68519.59338806076
47,193082856.36927423,10596234.690340549,6238421.078716627,82487.86167207283
48,189848770.60568717,12558920.966104984,7493228.803223515,99079.62498816269
49,186095232.39812273,14809411.166021777,8976662.034371357,118694.40148796447
50,181776939.9497744,17360546.998478483,10720757.25642558,141755.79532535013
51,176858608.7743669,20214302.61795832,12758390.101348702,168698.50633021028
52,171320163.92126802,23357996.56800994,15121889.505111188,199950.00561497698
53,165162042.23955095,26760799.901684705,17841250.94871127,235906.91005692576
54,158409837.26233852,30371238.350100845,20942017.42430673,276906.9632577179
55,151117349.2106331,34116473.57933142,24442978.59744832,323198.61259101523
56,143367117.78471524,37904050.3774706,28353920.582334284,374911.25548352476
57,135267791.87333292,41626460.805851765,32673717.31828219,432030.0025366874
58,126948226.18759833,45168330.35250172,37389064.52275174,494378.9371517414
59,118548877.49378535,48415404.47858947,42474101.90736822,561616.1202605565
60,110211698.72767141,51264008.626885355,47891050.62642381,633242.0190230812
61,102070081.47780246,53629462.6521533,53591834.92094387,708620.9491041267
62,94240349.18922512,55452138.14196422,59520499.62848623,787013.0403280249
63,86815881.0803954,56700386.448951006,65616119.76191522,867612.708742078
64,79864313.2093712,57370246.59138148,71815851.20465048,949588.9946002215
65,73427634.36103253,57482446.15416085,78057796.03553334,1032123.4492767757
66,67524542.57135013,57077580.724407844,84283434.41325492,1114442.2909904069
67,62154225.59966618,56210454.69584376,90439478.7823497,1195840.9221436433
68,57300750.889562786,54944441.15251481,96479107.71407492,1275700.243850933
69,52937417.031996235,53346470.66434155,102362617.03810288,1353495.2655628342
70,49030640.1993579,51482985.42387002,108057577.19115867,1428797.185616916
71,45543158.20063451,49416962.312067606,113538609.05999185,1501270.4273092817
72,42436496.07407283,47205945.45814296,118786892.32978283,1570666.1380046292
73,39672741.46733248,44900936.72970297,123789508.30343904,1636813.4995287354
74,37215732.57580769,42545957.13113888,128538700.34373239,1699609.9493243976
75,35031779.711320326,40178094.498247705,133031114.64887019,1759011.1415651897
76,33090037.418075237,37827876.192659535,137267065.1618888,1815021.2273799633
77,31362628.39580767,35519837.197695374,141249850.58249536,1867683.8240048403
78,29824600.773076873,33273186.206739847,144985139.14027253,1917073.8799134472
79,28453780.877993774,31102500.798891496,148480427.79900092,1963290.524116703
80,27230566.738483176,29018405.96947371,151744576.3858849,2006450.9061612163
81,26137693.856613547,27028207.98216414,154787413.1802212,2046684.981004005
82,25159994.30038692,25136468.349169817,157619406.18802297,2084131.1624233385
83,24284162.429938708,23345511.624272116,160251393.19219968,2118932.753592608
84,23498535.090967823,21655866.52798367,162694363.32217908,2151235.058872744
85,22792890.34582795,20066643.524254814,164959283.0469252,2181183.0829954864
86,22158266.322363734,18575853.992086608,167056959.9556566,2208919.7298964844
87,21586800.1808226,17180677.08884797,168997938.3087024,2234584.4216308673
88,21071586.253219713,15877680.658027349,170792421.02194867,2258312.0668082875
89,20606551.892808616,14663002.358447675,172450213.4317265,2280232.3170211692
90,20186349.33683329,13532496.768355617,173980684.83648768,2300469.058327345
91,19806261.830394413,12481853.669423956,175392744.4074583,2319140.092727423
92,19462122.312343948,11506692.12230682,176694828.59372535,2336356.971627862
93,19150243.078171242,10602634.35642136,177894897.6159326,2352224.9494786244
94,18867354.97882394,9765362.94091005,179000439.04912293,2366843.031147525
95,18610554.868602853,8990664.196390226,180018476.84380963,2380304.0912019
96,18377260.16766436,8274460.354406105,180955584.4307467,2392695.0471870378
97,18165169.548363406,7612832.574260131,181817900.80508104,2404097.0722998185
98,17972228.88612808,7002036.582671994,182611148.6955721,2414585.835632214
99,17796601.73334533,6438512.40630789,183340654.0998733,2424231.7604775876
100,17636643.67873744,5918889.415657248,184011366.6124915,2433100.2931182086
101,17490880.045556232,5439987.685833044,184627880.0925094,2441252.17610543
102,17357986.460651495,4998816.500620007,185194453.31737727,2448743.72135547
103,17236771.894307762,4592570.675832329,185715030.35040423,2455627.0794597375
104,17126163.828934968,4218625.252557898,186193260.41602463,2461950.502486587
105,17025195.2644634,3874529.006431511,186632517.13084412,2467758.5982648954
106,16932993.310754213,3557997.132434758,187035916.98209882,2473092.574716459
107,16848769.15350754,3266903.393052294,187406336.98017696,2477990.473267466
108,16771809.210938038,2999271.9585080976,187746431.43981907,2482487.3907387997
109,16701467.32467364,2753269.119206353,188058647.86671677,2486615.689407434
110,16637157.85060885,2527195.0106683294,188345241.9435662,2490405.1951604085
111,16578349.534392918,2319475.458718101,188608291.62305307,2493883.3838399686
112,16524560.072360992,2128654.0261904607,188849710.34543833,2497075.5560139753
113,16475351.27245247,1953384.3209757903,189071259.40606996,2500005.0005058288
114,16430324.741370102,1792422.607910803,189274559.50363132,2502693.1470919526
115,16389118.034225427,1644620.7531455355,189461101.50380796,2505159.7088248744
116,16351401.2114525,1508919.5185609146,189632256.45551708,2507422.814473391
117,16316873.755074771,1384342.2150739525,189789284.89826545,2509499.1315896274
118,16285261.802666029,1269988.7168304787,189933345.49978772,2511403.9807206383
119,16256315.66271455,1165029.833000726,190065503.06300834,2513151.441280985
120,16229807.579711832,1068702.0298731262,190186735.94082463,2514754.4495949885
121,16205529.721258668,980302.492947579,190297942.896194,2516224.8896046826
122,16183292.362905331,899184.516564482,190399949.44381213,2517573.676722992
123,16162922.249400666,824753.2071069789,190493513.70820436,2518810.835292639
124,16144261.113585642,756461.4848476693,190579331.83148095,2519945.57009051
125,16127164.336386357,693806.368967037,190658042.9623561,2520986.332295198
126,16111499.733291134,636325.530058921,190730233.8563409,2521940.880313342
127,16097146.454374742,583594.0944847254,190796443.11530733,2522816.335837447
128,16083993.986398552,535221.6851823279,190857165.09293756,2523619.2354859295
129,16071941.246794954,490849.6839290867,190912853.4909264,2524355.5783541114
130,16060895.760465562,450148.700561035,190963924.6691942,2525030.869783665
131,16050772.911307141,412816.2352306069,191010760.69182843,2525650.161637753
132,16041495.261243686,378574.5204173571,191053712.12899345,2526218.08934939
133,16032991.930305788,347168.530069661,191093100.63363585,2526738.905992171
134,16025198.031971006,318364.1439343436,191129221.31049386,2527216.513604505
135,16018054.158573693,291946.45581291075,191162344.89363423,2527654.4919823217
136,16011505.912121052,267718.21515783196,191192719.74758476,2528056.125139082
137,16005503.476318788,245498.39208278354,191220573.7059841,2528424.425617429
138,16000001.226027502,225120.85650136258,191246115.76065087,2528762.156823068
139,15994957.370740687,206433.16272565883,191269537.61299777,2529071.8535383395
140,15990333.629006723,189295.43144630952,191291015.09878868,2529355.8407611703
141,15986094.931013105,173579.32157772293,191310709.4964081,2529616.2510037674
142,15982209.146815633,159167.08498490826,191328768.7280269,2529855.0401750784
143,15978646.837932872,145950.6976114938,191345328.46229675,2530074.0021612165
144,15975381.030239625,133831.06100218816,191360513.12655142,2530274.782209369
145,15972387.006284285,122717.26865756248,191374436.8358489,2530458.8892120873
146,15969642.115328027,112525.93207544315,191387204.24561772,2530627.7069814587
147,15967125.599558914,103180.56172228511,191398911.3341258,2530782.504595355
148,15964818.43507503,94610.99854080593,191409646.12049532,2530924.4458913887
149,15962703.186356258,86752.89193806292,191419489.32352945,2531054.5981783364
150,15960763.873060632,79547.22051231898,191428514.9662003,2531173.94022895
151,15958985.848083762,72939.85206874611,191436790.93023652,2531283.369613086
152,15957355.685914425,66881.13974453378,191444379.464918,2531383.7094252235
153,15955861.080404583,61325.55131459435,191451337.65382665,2531475.714456136
154,15954490.751149982,56231.32898100989,191457717.84301606,2531560.076854361
155,15953234.357746672,51560.17716386807,191463568.03377134,2531637.4313194877
156,15952082.42125429,47276.9760093379,191468932.24287188,2531708.3598657832
157,15951026.252253562,43349.51851385787,191473850.83304253,2531773.396191559
158,15950057.88493959,39748.26933219815,191478360.81604242,2531833.029686821
159,15949170.016739959,36446.1434929272,191482496.13065886,2531887.7091090335
160,15948355.952990867,33418.30338839709,191486287.8976677,2531937.8459543185
161,15947609.55624462,30641.972538657188,191489764.65366873,2531983.8175494424
162,15946925.199817969,28096.264750547696,191492952.56554565,2532025.969887439
163,15946297.725224566,25762.02740539817,191495875.62714356,2532064.6202282337
164,15945722.403164571,23621.697711983856,191498555.83964178,2532100.0594836203
165,15945194.897773074,21659.170856369612,191501013.37696847,2532132.5544044436
166,15944711.233853329,19859.679067620167,191503266.7374947,2532162.3495864365
167,15944267.766844936,18209.68069867748,191505332.88314882,2532189.669309611
168,15943861.155297386,16696.758495540296,191507227.36698398,2532214.719225053
169,15943488.335639482,15309.526295742391,191508964.45016497,2532237.6879018
170,15943146.499052264,14037.543459482431,191510557.2092449,2532258.7482452746
171,15942833.070269732,12871.236394046495,191512017.6345398,2532278.0587980943
172,15942545.688146088,11801.82658478802,191513356.72033784,2532295.7649328182
173,15942282.187841874,10821.264594259565,191514584.54761982,2532311.999945769
174,15942040.584493961,9922.169535473644,191515710.3599122,2532326.8860599757
175,15941819.058245335,9097.773566019672,191516742.63284534,2532340.5353449313
176,15941615.940521302,8341.870987176291,191517689.13793325,2532353.0505598825
177,15941429.701448243,7648.771566502071,191518557.0010603,2532364.525927227
178,15941258.93831941,7013.257733910443,191519352.75610727,2532375.047841576
179,15941102.365020772,6430.545330167044,191520082.39413106,2532384.69551999
180,15940958.802336566,5896.247613299637,191520751.40845373,2532393.541598235
181,15940827.169061538,5406.342252776413,191521364.8360102,2532401.6526774294
182,15940706.473852452,4957.141063666135,191521927.2952602,2532409.0898254253
183,15940595.807757573,4545.262253508089,191522443.02095398,2532415.9090364333
184,15940494.337367482,4167.604973441137,191522915.89600793,2532422.1616525296
185,15940401.29853522,3821.325982408728,191523349.48073372,2532427.8947501243
186,15940315.990619259,3503.8182490982267,191523747.03963926,2532433.1514943414
187,15940237.77120454,3212.691330804439,191524111.56600276,2532437.971463986
188,15940166.051263032,2945.7533817380845,191524445.80440772,2532442.3909494597
189,15940100.290716274,2700.9946555275965,191524752.2714043,2532446.44322597
190,15940039.99436696,2476.5723778784018,191525033.27445275,2532450.158804055
191,15939984.708168902,2270.7968756418736,191525290.92929822,2532453.565659244
192,15939934.015806874,2082.1188579811937,191525527.17589468,2532456.6894427068
193,15939887.53556083,1909.1177539762255,191525743.79301322,2532459.5536743263
194,15939844.917430904,1750.4910189461277,191525942.4116325,2532462.1799198147
195,15939805.840501215,1605.0443290482808,191526124.52721894,2532464.5879530534
196,15939770.010522865,1471.6825903879314,191526291.51098418,2532466.7959049647
197,15939737.157697896,1349.4016949957536,191526444.62020963,2532468.820400013
198,15939707.034647318,1237.2809616452869,191526585.0077121,2532470.676681394
199,15939679.414548105,1134.4762046315707,191526713.73052415,2532472.3787257695
200,15939654.089424992,1040.2133783543889,191526831.7578507,2532473.9393485133
201,15939630.868584247,953.782749880015,191526939.97836882,2532475.3703001905
202,15939609.577177538,874.5335556263401,191527039.2069144,2532476.68235503
203,15939590.054885391,801.8691019579452,191527130.19062304,2532477.885392072
204,15939572.154709738,735.2422728170607,191527213.61455053,2532478.988469485
205,15939555.741866942,674.1514105785287,191527290.10683197,2532479.9998928397
206,15939540.692772951,618.1365391249534,191527360.2434129,2532480.9272775864
207,15939526.894112596,566.775900713187,191527424.55238268,2532481.7776064365
208,15939514.241986256,519.6827805644225,191527483.51795378,2532482.557281905
209,15939502.641127571,476.5025952753723,191527537.5841051,2532483.2721745265
210,15939492.00418598,436.9102231333096,191527587.1579265,2532483.9276670692
211,15939482.251069065,400.60755623833103,191527632.61268267,2532484.5286950525
212,15939473.308339417,367.32125600549233,191527674.2906236,2532485.079783887
213,15939465.108661557,336.80069515019693,191527712.505563,2532485.5850830046
214,15939457.590295067,308.8160706638261,191527747.54523963,2532486.0483970414
215,15939450.696629582,283.1566735735973,191527779.67348444,2532486.473214504
216,15939444.375758493,259.6293024607764,191527809.13220724,2532486.8627340654
217,15939438.580088178,238.05680879348958,191527836.1432166,2532487.2198886103
218,15939433.265979633,218.27676312260257,191527860.90989217,2532487.5473673274
219,15939428.393419852,200.14023209894575,191527883.61871445,2532487.8476359607
220,15939423.925720451,183.51065710442867,191527904.44066948,2532488.1229553893
221,15939419.8292416,168.26282605449813,191527923.53253606,2532488.375398627
222,15939416.073138587,154.28193063082747,191527941.03806618,2532488.6068664617
223,15939412.62912952,141.46270184623884,191527957.08906883,2532488.8191017145
224,15939409.471282605,129.70861743357793,191527971.8063997,2532489.013702415
225,15939406.575820599,118.93117509098073,191527985.30087322,2532489.192133812
226,15939403.920941941,109.04922611177186,191527997.6740948,2532489.355739415
227,15939401.486656629,99.98836438184387,191528009.01923078,2532489.505751084
228,15939399.254635554,91.68036614420714,191528019.42170236,2532489.6432983405
229,15939397.20807257,84.06267631262274,191528028.95983693,2532489.769416842
230,15939395.33155804,77.07793746667548,191528037.7054513,2532489.8850561962
231,15939393.61096265,70.67355798200073,191528045.7243952,2532489.991087126
232,15939392.033331124,64.80131604401059,191528053.0770476,2532490.0883079725
233,15939390.586784584,59.41699656364426,191528059.81877065,2532490.177450768
234,15939389.260431202,54.48005826137435,191528066.00032663,2532490.2591867265
235,15939388.044284219,49.953328412851256,191528071.6682586,2532490.3341312706
236,15939386.92918652,45.80272295782273,191528076.8652441,2532490.4028486973
237,15939385.906741995,41.99698986494056,191528081.6304138,2532490.4658564096
238,15939384.969252134,38.50747382015493,191528085.99964723,2532490.523628837
239,15939384.109658016,35.30790046695167,191528090.00584233,2532490.5766009833
240,15939383.32148735,32.37417857389462,191528093.67916405,2532490.6251716767
241,15939382.598805562,29.68421863991697,191528097.04727057,2532490.6697066654
242,15939381.936171195,27.217766571567232,191528100.13552228,2532490.710541244
243,15939381.328594938,24.95625117989837,191528102.96717194,2532490.747982887
244,15939380.771501979,22.882644348739444,191528105.5635409,2532490.782313515
245,15939380.260697747,20.981332821497567,191528107.94417813,2532490.81379162
246,15939379.792336088,19.23800064111715,191528110.12700948,2532490.842654223
247,15939379.36289042,17.639521358034752,191528112.1284699,2532490.8691186504
248,15939378.969127277,16.17385919451465,191528113.96362948,2532490.893384149
249,15939378.608081833,14.829978421186661,191528115.64630684,2532490.915633431
250,15939378.277035529,13.597760263440227,191528117.18917066,2532490.9360340335
251,15939377.973495733,12.467926712024692,191528118.60383812,2532490.954739558
252,15939377.695176996,11.431970664189588,191528119.9009618,2532490.9718908444
253,15939377.439983686,10.482091869364465,191528121.09030798,2532490.98761704
254,15939377.205994317,9.611138197083022,191528122.1808314,2532491.0020365496
255,15939376.991447056,8.812551784928727,191528123.1807438,2532491.0152579444
256,15939376.794726472,8.080319661024536,191528124.09757358,2532491.027380774
257,15939376.614351332,7.408928469278584,191528124.93822435,2532491.0384963155
258,15939376.44896345,6.793322956490441,191528125.70902553,2532491.048688277
259,15939376.29731765,6.228867908746783,191528126.41578078,2532491.0580333956
260,15939376.158272034,5.711313250506658,191528127.0638124,2532491.0666020275
261,15939376.03077966,5.23676204358992,191528127.65799916,2532491.074458694
262,15939375.913880618,4.801641145117422,191528128.20281526,2532491.081662553
263,15939375.806694688,4.402674303471767,191528128.7023632,2532491.088267846
264,15939375.70841479,4.036857489704516,191528129.1604034,2532491.094324309
265,15939375.618300937,3.701436278647677,191528129.58038542,2532491.099877556
266,15939375.535674643,3.3938851094203013,191528129.96547103,2532491.1049693692
267,15939375.459913705,3.1118882691721317,191528130.31855935,2532491.1096381084
268,15939375.390447726,2.8533224568811653,191528130.6423103,2532491.113918922
269,15939375.326753674,2.6162407959191185,191528130.93916106,2532491.117844049
270,15939375.268351918,2.398858175007159,191528131.21134663,2532491.1214430365
271,15939375.214802738,2.1995378071865677,191528131.46091616,2532491.1247429843
272,15939375.165702946,2.0167789055998724,191528131.689749,2532491.127768739
273,15939375.120682849,1.8492053832870927,191528131.89956826,2532491.1305430895
274,15939375.07940342,1.6955554919121043,191528132.09195372,2532491.133086918
275,15939375.041553918,1.5546723214036582,191528132.26835358,2532491.1354193795
276,15939375.006849334,1.4254950889780724,191528132.43009675,2532491.137558036
277,15939374.975028347,1.307051151954118,191528132.57840097,2532491.1395189925
278,15939374.945851354,1.1984486842204238,191528132.71438238,2532491.141317014
279,15939374.91909865,1.0988699612128012,191528132.8390652,2532491.142965642
280,15939374.894568834,1.0075652028405804,191528132.95338804,2532491.144477283
