,S,I,R,M
0,209999887.14629576,102.66912865564788,9.70126069565353,0.48331564438887464
1,209999852.59653988,124.83544987221896,21.497029167630657,1.0709794150006349
2,209999810.5874798,151.7874835996111,35.83951012861831,1.7855200963886317
3,209999759.50866047,184.55846196031555,53.27853904705956,2.654330425649125
4,209999697.4019259,224.404689275937,74.4826604095228,3.7107172089246303
5,209999621.8863559,272.8537018698959,100.26475665366677,4.995178151770442
6,209999530.06699702,331.76282481092505,131.61321019641315,6.556954347662111
7,209999418.42390272,403.3903699214347,169.72979305528042,8.4559179343827
8,209999282.67717412,490.4822037439541,216.0757364048646,10.764867273808182
9,209999117.62290886,596.3770030134417,272.42774590058,13.572317628607903
10,209998916.9337349,725.1342310440775,340.9461097390966,16.985894297661375
11,209998672.91625452,881.6897386619767,424.25750980008655,21.136458257194533
12,209998376.21616924,1072.044951136229,525.5557095557202,26.183122420365674
13,209998015.45972466,1303.4968883478737,648.7239772913817,32.31935074743065
14,209997576.8177883,1584.917828201727,798.4839357335625,39.78037391636516
