,S,I,R,M
55,123054090.72360925,52727246.48462349,33940807.25046237,277855.54131717596
56,114286799.75662877,56762308.014650084,38634610.984387025,316281.24434523174
57,105595489.38389327,60389584.33841289,43657525.07688178,357401.20082288363
58,97121124.62680127,63507878.980118394,48970103.90293168,400892.49015982467
59,88986221.74836129,66042099.60537054,54525308.61622403,446370.03005571326
60,81288590.21219583,67947070.6481171,60270932.70644017,493406.43326229363
61,74098387.09643039,69207856.11953923,66152203.47951486,541553.3045343979
62,67458289.46346581,69837071.99457403,72114276.87757279,590361.6644087894
63,61386099.15999157,69870096.5728226,78104404.57710761,639399.690097623
64,55878873.291618794,69359222.08039801,84073637.96297644,688266.6650273169
65,50917697.03826488,68367680.56110676,89978019.66730727,736602.733341189
66,46472396.614436455,66964225.60787103,95779283.15070988,784094.6270029708
67,42505731.70980593,65218663.56298015,101445126.81740235,830477.9098330954
68,38976834.970344916,63198476.8620679,106949151.70024225,875536.4673689367
69,35843841.80625251,60966502.46528112,112270555.72452854,919100.0039632546
70,33065767.088753223,58579523.28424751,117393669.38540512,961040.2416193411
71,30603743.957771808,56087586.40515468,122307403.24019812,1001266.3969011535
72,28421758.99019081,53533859.30905196,127004661.32192461,1039720.378858275
73,26487012.540609255,50954856.24878899,131481759.18574907,1076372.02487821
74,24770015.2202327,48380897.98354972,135737872.21201026,1111214.5842334395
75,23244509.391325146,45836700.56460958,139774529.46948394,1144260.5746059695
76,21887283.00664938,43342018.12838897,143595160.7907524,1175538.0742316097
77,20677924.44564995,40912288.73380511,147204699.3521385,1205087.4684309226
78,19598551.969826136,38559250.87182586,150609238.5179977,1232958.640373887
79,18633539.95584351,36291511.91398871,153815739.5519248,1259208.5782650542
80,17769255.684551477,34115059.32650863,156831785.6274005,1283899.36155827
81,16993814.560915105,32033711.876265123,159665377.0780577,1307096.4847781942
82,16296857.62792678,30049512.11685054,162324762.7781165,1328867.4771204935
83,15669352.61437853,28163063.84126698,164818302.76654217,1349280.7778281965
84,15103418.120529478,26373819.44425174,167154357.6048147,1368404.8304220075
85,14592169.591618959,24680322.63826982,169341200.40758833,1386307.362541365
86,14129585.232294273,23080411.990140773,171386947.95557946,1403054.822001891
87,13710389.815026507,21571390.482730076,173299507.7588323,1418711.9434302438
88,13329954.320870543,20150165.88852607,175086538.3672774,1433341.4233477167
89,12984209.445472589,18813366.254562624,176755420.61522233,1447003.6847637438
90,12669571.156713031,17557434.29500085,178313237.83312735,1459756.7151801283
91,12382876.6701057,16378704.001151826,179766763.36437187,1471655.964397432
92,12121329.393833978,15273462.326847766,181122453.9886675,1482754.2906761286
93,11882451.57492975,14237998.398491297,182386448.0809413,1493101.9456638524
94,11664043.544975705,13268642.336630095,183564567.52832726,1502746.590089367
95,11464148.614678614,12361795.458656752,184662322.59311348,1511733.333572523
96,11281022.80071296,11513953.357458893,185684919.04879954,1520104.793043614
97,11113108.68575851,10721723.114650175,186637267.03437552,1527901.1652286341
98,10959012.814643212,9981835.705213591,187523991.17068565,1535160.3094667064
99,10817486.117439384,9291154.478786843,188349441.56597343,1541917.8378066283
100,10687406.925742064,8646680.457394486,189117705.40696967,1548207.2098969405
101,10567766.212758226,8045555.066586348,189832618.88999867,1554059.8306597383
102,10457654.74268307,7485060.813382908,190497779.29479873,1559505.1491328003
103,10356251.86148674,6962620.337308628,191116557.04400602,1564570.75719382
104,10262815.700821212,6475794.187621982,191692107.6243986,1569282.4871538726
105,10176674.60036361,6022277.618471811,192227383.27372763,1573664.5074311025
106,10097219.582416805,5599896.6422921475,192725144.3595794,1577739.4157034296
107,10023897.736749088,5206603.538724577,193187970.39542422,1581528.3290911948
108,9956206.39418921,4840471.980396216,193618270.6543598,1585050.97104643
109,9893687.984887958,4499691.906866493,194018294.35351,1588325.7547270036
110,9835925.491973555,4182564.2530236538,194390140.39227986,1591369.862718623
111,9782538.423895428,3887495.617379871,194735766.63568947,1594199.3230328371
112,9733179.239471558,3612992.9383887104,195056998.7407693,1596829.081363754
113,9687530.168774197,3357658.2325381767,195355538.52904835,1599273.0696293532
114,9645300.380779369,3120183.4360731533,195632971.91228485,1601544.2708551872
115,9606223.455356508,2899345.382369347,195890776.38177776,1603654.7804857148
116,9570055.122864831,2694000.938889041,196130328.07401225,1605615.8642266076
117,9536571.239488576,2503082.3210016913,196352908.42696303,1607438.012536876
118,9505565.970640201,2325592.5945244357,196559710.44292986,1609130.991898922
119,9476850.15832859,2160601.374419055,196751844.57424396,1610703.8930021417
120,9450249.851497432,2007240.7235116465,196930344.2490086,1612165.1759789796
121,9425604.980989112,1864701.2522342477,197096171.0539362,1613522.7128342858
122,9402768.163085224,1732228.4181082784,197250219.59158754,1614783.8272087884
123,9381603.617564576,1609119.0218975653,197393322.02890942,1615955.3316156545
124,9361986.187931396,1494717.895969112,197526252.35379615,1617043.5622868277
125,9343800.452953462,1388414.7793458125,197649730.3559224,1618054.4117618462
126,9326939.919948278,1289641.3731543443,197764425.3475317,1618993.3593481288
127,9311306.29137263,1197868.5696185417,197870959.6394117,1619865.4995768557
128,9296808.79725068,1112603.8473781003,197969911.7865818,1620675.5687737036
129,9283363.586831253,1033388.825693751,198061819.6175989,1621427.9698584506
130,9270893.17361098,959796.9700020454,198147183.06089035,1622126.795482019
131,9259325.928506285,891431.441281335,198226466.78059486,1622775.849605492
132,9248595.616541415,827923.08176794,198300102.6340606,1623378.667617944
133,9238640.972909233,768928.5296971307,198368491.9622986,1623938.5350870723
134,9229405.314710267,714128.455927758,198432007.7241208,1624458.5052306317
135,9220836.185064806,663225.915527406,198490996.48420292,1624941.4151914252
136,9212885.026634293,615944.8076393858,198545780.264517,1625389.9011938998
137,9205506.881893435,572028.4372151741,198596658.26821664,1625806.4126570208
138,9198660.11775894,531238.1724694544,198643908.48442513,1626193.225331512
139,9192306.172428183,493352.192195408,198687789.1818296,1626552.453527429
140,9186409.322480835,458164.31736041413,198728540.29865146,1626886.061492655
141,9180936.468498435,425482.92168368824,198766384.735801,1627195.8739998813
142,9175856.93761043,395129.91617545823,198801529.5600005,1627483.5861953974
143,9171142.301536378,366939.8028892118,198834167.12279558,1627750.7727602113
144,9166766.20882368,340758.7934033119,198864476.10132554,1627998.896430039
145,9162704.23009918,316443.98780465254,198892622.46616593,1628229.3159187387
146,9158933.715261571,293862.6101939212,198918760.3812501,1628443.2932854025
147,9155433.66163835,272891.29696877656,198943033.0406012,1628642.000784199
148,9152184.592221158,253415.43436819757,198965573.4461711,1628826.5272321492
149,9149168.443161719,235328.54197714923,198986505.13092408,1628997.8839287057
150,9146368.459794698,218531.69909629892,199005942.83094642,1629157.0101578506
151,9143769.100507295,202933.01107676196,199023993.1101086,1629304.778301988
152,9141355.947837578,188447.1129044278,199040754.9406568,1629441.9985948114
153,9139115.626235798,174994.70749321018,199056320.2427222,1629569.4235381936
154,9137035.725966867,162502.13631138127,199070774.38570452,1629687.7520063613
155,9135104.732681999,150900.98012059726,199084196.65412903,1629797.633060138
156,9133311.962218823,140127.68775353345,199096660.68052366,1629899.6694903034
157,9131647.50023273,130123.23099337937,199108234.84765106,1629994.4211105912
158,9130102.146286376,120832.78374803979,199118982.66213703,1630082.407816262
159,9128667.362060275,112205.42383264734,199128963.10166582,1630164.112426712
160,9127335.223375589,104193.85578800004,199138230.93749946,1630239.983325377
161,9126098.375734825,96754.15326883263,199146837.03407276,1630310.436912684
162,9124949.993121875,89845.51963557329,199154828.6273433,1630375.8598845971
163,9123883.739816047,83430.06547648043,199162249.58334428,1630436.6113491657
164,9122893.73499225,77472.6018742254,199169140.63832444,1630493.0247927762
165,9121974.519904021,71940.44831254298,199175539.62186003,1630545.4099062223
166,9121121.027453428,66803.25419457715,199181481.66405487,1630594.0542811702
167,9120328.553975817,62032.83301566752,199186999.3880046,1630639.2249857916
168,9119592.733070835,57603.008299658766,199192123.0885828,1630681.170028211
169,9118909.51133463,53489.470469586035,199196880.89846003,1630720.1197158832
170,9118275.125847053,49669.64388137271,199201298.94233418,1630756.2879179367
171,9117686.083290188,46122.56330286483,199205401.4801489,1630789.8732377973
172,9117139.14057672,42828.759170736535,199209211.04013026,1630821.0601022302
173,9116631.286877453,39770.15100440642,199212748.54232517,1630850.0197725839
174,9116159.726945488,36929.948399676716,199216033.41334876,1630876.9112843901
175,9115721.86564602,34292.559065250905,199219083.6929463,1630901.8823195451
176,9115315.2935984,31843.503403058923,199221916.13295954,1630925.0700165709
177,9114937.773853851,29569.335168364054,199224546.28923544,1630946.6017229734
178,9114587.22953203,27457.567778351007,199226988.60697636,1630966.5956940774
179,9114261.732347807,25496.60586826855,199229256.50002363,1630985.1617419175
180,9113959.491962345,23675.681722495385,199231362.42445794,1631002.4018379191
181,9113678.846099861,21984.796234224803,199233317.94698295,1631018.410672502
182,9113418.251373699,20414.664071912855,199235133.80836758,1631033.276174825
183,9113176.274776608,18956.66275343966,199236819.98246253,1631047.0799955102
184,9112951.585770546,17602.785350067385,199238385.73091528,1631059.8979547583
185,9112742.94895589,16345.596561975797,199239839.65401477,1631071.8004586543
186,9112549.217260595,15178.191925457808,199241189.737926,1631082.8528856614
187,9112369.325618759,14094.159928877727,199242443.39850503,1631093.1159455858
188,9112202.285103014,13087.546830285562,199243607.52205077,1631102.6460129367
189,9112047.17747663,12152.823984306828,199244688.50309977,1631111.4954363722
190,9111903.150137123,11284.857499576565,199245692.2795323,1631119.7128262226
191,9111769.411420926,10478.880060688347,199246624.3651917,1631127.3433213937
192,9111645.226244811,9730.464760423894,199247489.88015175,1631134.4288372612
193,9111529.91206151,9035.500798999166,199248293.57883707,1631141.0082957933
194,9111422.835099865,8390.170917251193,199249039.87613657,1631147.1178393448
195,9111323.406879274,7790.930440156239,199249732.87164512,1631152.791029163
196,9111231.080971234,7234.487815862995,199250376.37217712,1631158.059029647
197,9111145.349992719,6717.786543606682,199250973.91267753,1631162.950779516
198,9111065.742815092,6237.98839144872,199251528.77563778,1631167.4931508107
199,9110991.821972841,5792.457811852377,199252044.00911286,1631171.7110963555
200,9110923.181256702,5378.7474696522095,199252522.4434809,1631175.6277869565
201,9110859.443480412,4994.584803061017,199252966.70697364,1631179.2647385462
202,9110800.25840636,4637.859544014933,199253379.2401147,1631182.641930447
203,9110745.300818957,4306.612129411558,199253762.3091322,1631185.7779150591
204,9110694.268737301,3999.0229396670857,199254118.01839837,1631188.689919797
205,9110646.881754076,3713.4023055624984,199254448.32199422,1631191.3939416471
206,9110602.87949477,3448.181228544346,199254755.03443766,1631193.9048351399
207,9110562.020185452,3201.9027635666216,199255039.84065342,1631196.2363938638
208,9110524.07932391,2973.2140171857727,199255304.3052289,1631198.4014262697
209,9110488.848445931,2760.858716994461,199255549.88100666,1631200.4118260348
210,9110456.133979108,2563.6703116128438,199255777.91706854,1631202.278637352
211,9110425.756178709,2380.5655633648894,199255989.6661393,1631204.012115654
212,9110397.548139894,2210.538598469364,199256186.29147476,1631205.621783886
213,9110371.354880486,2052.655382084765,199256368.8732499,1631207.1164848658
214,9110347.032489168,1906.0485878771085,199256538.41449007,1631208.5044298475
215,9110324.447334193,1769.912833945676,199256695.8465855,1631209.7932436278
216,9110303.475329902,1643.5002589492344,199256842.0344021,1631210.9900064075
217,9110284.001253605,1526.1164141441066,199256977.78103688,1631212.101292721
218,9110265.91811329,1417.1164487786666,199257103.83222765,1631213.1332075514
219,9110249.126559177,1315.9015678976998,199257220.88045028,1631214.091419804
220,9110233.534338187,1221.9157431067524,199257329.56872183,1631214.981193542
221,9110219.05578665,1134.6426582333552,199257430.49413535,1631215.8074168372
222,9110205.611359792,1053.6028731129436,199257524.2111359,1631216.574628633
223,9110193.127194507,978.3511899236087,199257611.2345694,1631217.2870437251
224,9110181.534703644,908.4742076063608,199257692.04251015,1631217.9485758427
225,9110170.770198885,843.5880509395987,199257767.07888818,1631218.5628592155
226,9110160.774541251,783.3362617962217,199257836.75592571,1631219.133268482
227,9110151.492815696,727.3878410012796,199257901.4564032,1631219.6629372693
228,9110142.874029718,675.4354300361347,199257961.53576258,1631220.1547753892
229,9110134.870832866,627.1936226016936,199258017.32405794,1631220.611484823
230,9110127.439256813,582.3973967674441,199258069.12777022,1631221.0355745724
231,9110120.53847377,540.8006590947259,199258117.2314913,1631221.429374444
232,9110114.130572038,502.1748927375028,199258161.89948618,1631221.795047823
233,9110108.18034787,466.30790209522115,199258203.37714496,1631222.1346036075
234,9110102.655111864,433.0026471221903,199258241.89233223,1631222.4499071923
235,9110097.524509538,402.07616089072,199258277.6566374,1631222.742690751
236,9110092.760354448,373.3585444622077,199258310.86653697,1631223.014562738
237,9110088.336473424,346.692033545016,199258341.70447442,1631223.2670167182
238,9110084.22856264,321.9301318123835,199258370.33986375,1631223.5014395984
239,9110080.414054187,298.93680611944563,199258396.93001813,1631223.7191192124
240,9110076.871992107,277.58573919890273,199258421.62101468,1631223.9212514234
241,9110073.582917258,257.75963572995124,199258444.54849803,1631224.1089466764
242,9110070.528760174,239.34957796879107,199258465.83842343,1631224.2832360982
243,9110067.69274219,222.2544274010745,199258485.60775086,1631224.4450771895
244,9110065.059282921,206.38026912925116,199258503.96508667,1631224.5953590437
245,9110062.613914855,191.6398959428316,199258521.0112801,1631224.7349072606
246,9110060.343203792,177.95232923730723,199258536.8399761,1631224.8644884764
247,9110058.23467507,165.2423741500287,199258551.53813452,1631224.9848145617
248,9110056.276744995,153.44020646924994,199258565.18649942,1631225.0965465563
249,9110054.458657267,142.48098904699555,199258577.860053,1631225.200298273
250,9110052.770423874,132.30451560864918,199258589.62841856,1631225.2966396976
251,9110051.202770034,122.85488000248559,199258600.556248,1631225.386100085
252,9110049.747083616,114.08016907220123,199258610.7035741,1631225.469170913
253,9110048.395367416,105.9321774653054,199258620.1261439,1631225.5463085368
254,9110047.140195584,98.36614281058885,199258628.8757236,1631225.617936731
255,9110045.97467248,91.34049980994813,199258637.00037736,1631225.6844489977
256,9110044.89239516,84.81665189361745,199258644.54473975,1631225.7462107458
257,9110043.887417836,78.75875918442497,199258651.55026,1631225.80356124
258,9110042.954219477,73.13354160622252,199258658.05542055,1631225.85681559
259,9110042.087673448,67.9100960548792,199258664.09596214,1631225.9062663098
260,9110041.283019139,63.05972662744212,199258669.70506662,1631225.9521850992
261,9110040.535835974,58.55578697683863,199258674.9135507,1631225.9948242244
262,9110039.84201926,54.37353392605077,199258679.75002867,1631226.0344179096
263,9110039.19775738,50.489991537624036,199258684.2410649,1631226.0711836806
264,9110038.599510858,46.88382489172372,199258688.4113377,1631226.1053235193
265,9110038.043993192,43.535222879360695,199258692.28375614,1631226.137024964
266,9110037.528152552,40.425789366873246,199258695.8795953,1631226.1664621823
267,9110037.049154872,37.53844213378613,199258699.21860504,1631226.1937969015
268,9110036.604368981,34.85731902883891,199258702.31913063,1631226.2191792927
269,9110036.191351306,32.36769082864357,199258705.1982071,1631226.242748776
270,9110035.807832642,30.055880320259472,199258707.87164935,1631226.2646348649
271,9110035.451706327,27.909187163136043,199258710.3541506,1631226.2849577323
272,9110035.121015593,25.915818117665847,199258712.65933368,1631226.3038290988
273,9110034.813944109,24.064822257030617,199258714.79987642,1631226.3213526027
274,9110034.528804675,22.34603080642907,199258716.78754172,1631226.3376245394
275,9110034.26403069,20.750001279182754,199258718.6332327,1631226.3527342514
276,9110034.018168021,19.26796560281913,199258720.3470963,1631226.3667648272
277,9110033.789865697,17.89178195016132,199258721.93856204,1631226.3797932009
278,9110033.577869173,16.613890010797533,199258723.41634706,1631226.3918911421
279,9110033.381014649,15.42726945720905,199258724.78859225,1631226.4031249154
280,9110033.19821969,14.325401377384711,199258726.06281638,1631226.4135564147
281,9110033.02848107,13.302232462043948,199258727.24605,1631226.42324279
282,9110032.870865438,12.352141749727382,199258728.3447502,1631226.4322373609
283,9110032.7245074,11.469909747061472,199258729.36498833,1631226.4405895711
284,9110032.588602675,10.65068975455995,199258730.312359,1631226.4483451098
285,9110032.462404601,9.889981240427637,199258731.19206932,1631226.4555467833
286,9110032.34522027,9.18360511609876,199258732.00893238,1631226.4622341404
287,9110032.236405486,8.527680777676899,199258732.76746446,1631226.4684437711
288,9110032.135362402,7.918604787153704,199258733.4718214,1631226.4742100397
289,9110032.041536545,7.353031076284586,199258734.1258755,1631226.4795643943
290,9110031.954411773,6.827852564371102,199258734.7331996,1631226.4845362057
291,9110031.873509686,6.340184088962548,199258735.29715177,1631226.4891529363
292,9110031.798386063,5.887346555703726,199258735.82082447,1631226.4934401088
293,9110031.72862857,5.4668522202549195,199258736.3070904,1631226.4974208935
294,9110031.66385306,5.076391021425519,199258736.7586252,1631226.5011173377
295,9110031.603703873,4.713817890441693,199258737.17794514,1631226.504549835
296,9110031.547850784,4.377140966628906,199258737.5672589,1631226.5077371863
297,9110031.495986683,4.06451065477092,199258737.92879215,1631226.510697134
298,9110031.447827384,3.7742094640272046,199258738.26454258,1631226.513445258
299,9110031.4031071,3.504642572591129,199258738.5762445,1631226.5159973905
300,9110031.361581527,3.254329066251126,199258738.86574122,1631226.5183668793
301,9110031.32302071,3.021893802723725,199258739.13449854,1631226.5205673496
302,9110031.28721589,2.8060598570635076,199258739.38411543,1631226.5226110285
303,9110031.253967736,2.605641506646936,199258739.61586022,1631226.5245084933
304,9110031.223093282,2.4195377171936068,199258739.83112562,1631226.5262698773
305,9110031.19442481,2.24672609403619,199258740.03096414,1631226.5279060781
306,9110031.167803643,2.08625726541253,199258740.21648368,1631226.5294250662
307,9110031.143084722,1.9372496669217167,199258740.3888298,1631226.530836035
308,9110031.12013009,1.798884698491622,199258740.5488343,1631226.5321456767
309,9110031.098815653,1.6704022272527321,199258740.6973835,1631226.533362233
310,9110031.079022456,1.5510964116116905,199258740.83542112,1631226.5344915865
311,9110031.060645536,1.4403118235837609,199258740.96354404,1631226.5355407048
312,9110031.043578664,1.3374398480814518,199258741.0825306,1631226.5365143514
313,9110031.027732706,1.2419153393781521,199258741.1929329,1631226.5374190575
314,9110031.01301741,1.1532135163786603,199258741.29547432,1631226.53825833
315,9110030.99935163,1.0708470796398166,199258741.3907348,1631226.5390381187
